campaign_id,day_no,record_type,dimension_name,population,daily_question_completed,daily_question_rate,daily_question_vs_601,homework_completed,homework_rate,not_jiaxue_population,not_jiaxue_daily_question_completed,not_jiaxue_daily_question_rate,not_jiaxue_homework_completed,not_jiaxue_homework_rate,main_course_denominator,main_course_viewers,main_course_view_rate,main_course_target,main_course_target_completion_rate,main_course_vs_601,main_course_vs_75,assignment_target,assignment_actual_rate,assignment_goal_completion_rate,assignment_vs_601,assignment_vs_75,source_sheet
602,5,channel,自然流,11,7,0.636363636363636,1,7,0.636363636363636,5,1,0.2,1,0.2,1021,590,0.577864838393732,0.4,1.44466209598433,-0.144035435459731,0.446237288135593,0.35,0.454456415279138,1.29844690079754,-0.280650862068965,0.468815948275862,D5数据
602,5,channel_total,总计,1021,464,0.454456415279138,-0.280650862068966,530,0.519098922624878,698,244,0.349570200573066,297,0.425501432664756,1021,590,0.577864838393732,0.4,1.44466209598433,-0.144035435459731,0.446237288135593,0.35,0.454456415279138,1.29844690079754,-0.280650862068965,0.468815948275862,D5数据
602,5,segment,家学学员,323,220,0.681114551083591,,,,,,,,,1021,590,0.577864838393732,0.4,1.44466209598433,-0.144035435459731,0.446237288135593,0.35,0.454456415279138,1.29844690079754,-0.280650862068965,0.468815948275862,D5数据
602,5,segment,焦妈未进阶,231,106,0.458874458874459,,,,,,,,,1021,590,0.577864838393732,0.4,1.44466209598433,-0.144035435459731,0.446237288135593,0.35,0.454456415279138,1.29844690079754,-0.280650862068965,0.468815948275862,D5数据
602,5,segment,全新学员,467,138,0.295503211991435,,,,,,,,,1021,590,0.577864838393732,0.4,1.44466209598433,-0.144035435459731,0.446237288135593,0.35,0.454456415279138,1.29844690079754,-0.280650862068965,0.468815948275862,D5数据
602,5,segment_total,总计,1021,464,0.454456415279138,,,,,,,,,1021,590,0.577864838393732,0.4,1.44466209598433,-0.144035435459731,0.446237288135593,0.35,0.454456415279138,1.29844690079754,-0.280650862068965,0.468815948275862,D5数据
602,6,channel,裂变专用,503,254,0.504970178926441,-0.316909448818898,292,0.58051689860835,198,82,0.414141414141414,98,0.494949494949495,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,channel,鸿斌直播,250,52,0.208,0.0192307692307692,61,0.244,250,52,0.208,61,0.244,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,channel,CPA,164,29,0.176829268292683,-0.430758620689655,46,0.280487804878049,158,28,0.177215189873418,44,0.278481012658228,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,channel,视频号加热,60,7,0.116666666666667,,11,0.183333333333333,56,6,0.107142857142857,10,0.178571428571429,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,channel,直播,33,13,0.393939393939394,0.154692307692308,13,0.393939393939394,31,12,0.387096774193548,12,0.387096774193548,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,channel,自然流,11,5,0.454545454545455,1,6,0.545454545454545,5,0,0,0,0,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,channel_total,总计,1021,360,0.352595494613124,-0.37835,429,0.420176297747307,698,180,0.257879656160458,225,0.322349570200573,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,segment,家学学员,323,180,0.557275541795666,,,,,,,,,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,segment,焦妈未进阶,231,88,0.380952380952381,,,,,,,,,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,segment,全新学员,467,92,0.197002141327623,,,,,,,,,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,6,segment_total,总计,1021,360,0.352595494613124,,,,,,,,,1021,484,0.474045053868756,,,-0.238515552575002,0.483171487603306,0.35,0.352595494613124,,-1.02575450538688,0.484962222222222,D6数据
602,7,channel,裂变专用,503,258,0.512922465208748,-0.269197674418604,285,0.566600397614314,198,88,0.444444444444444,97,0.48989898989899,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,channel,鸿斌直播,250,40,0.16,0.18125,51,0.204,250,40,0.16,51,0.204,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,channel,CPA,164,30,0.182926829268293,0.338533333333333,38,0.231707317073171,158,29,0.183544303797468,37,0.234177215189873,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,channel,视频号加热,60,3,0.05,,6,0.1,56,2,0.0357142857142857,4,0.0714285714285714,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,channel,直播,33,14,0.424242424242424,0.215071428571429,15,0.454545454545455,31,13,0.419354838709677,14,0.451612903225806,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,channel,自然流,11,5,0.454545454545455,1,6,0.545454545454545,5,0,0,0,0,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,channel_total,总计,1021,350,0.342801175318315,-0.417731428571428,401,0.392752203721841,698,172,0.246418338108883,203,0.290830945558739,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,segment,家学学员,323,178,0.551083591331269,,,,,,,,,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,segment,焦妈未进阶,231,91,0.393939393939394,,,,,,,,,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,segment,全新学员,467,81,0.173447537473233,,,,,,,,,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,7,segment_total,总计,1021,350,0.342801175318315,,,,,,,,,1021,450,0.440744368266406,,,-0.237329620790241,0.564373333333333,0.35,0.342801175318315,,-0.958244538967399,0.524214,D7数据
602,8,channel,裂变专用,503,244,0.485089463220676,-0.222454918032787,271,0.538767395626243,198,85,0.429292929292929,90,0.454545454545455,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,channel,鸿斌直播,250,33,0.132,0.0757575757575758,43,0.172,250,33,0.132,43,0.172,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,channel,CPA,164,25,0.152439024390244,0.56704,33,0.201219512195122,158,24,0.151898734177215,32,0.20253164556962,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,channel,视频号加热,60,3,0.05,,5,0.0833333333333333,56,2,0.0357142857142857,3,0.0535714285714286,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,channel,直播,33,12,0.363636363636364,-0.14675,12,0.363636363636364,31,11,0.354838709677419,10,0.32258064516129,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,channel,自然流,11,4,0.363636363636364,1,5,0.454545454545455,5,0,0,0,0,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,channel_total,总计,1021,321,0.314397649363369,-0.54581308411215,369,0.361410381978452,698,155,0.222063037249284,178,0.255014326647564,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,segment,家学学员,323,166,0.513931888544892,,,,,,,,,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,segment,焦妈未进阶,231,89,0.385281385281385,,,,,,,,,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,segment,全新学员,467,66,0.141327623126338,,,,,,,,,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,8,segment_total,总计,1021,321,0.314397649363369,,,,,,,,,1021,417,0.408423114593536,,,-0.197924715120506,,0.35,0.314397649363369,,-0.9801412914466,0.526395950155763,D8数据
602,9,channel,裂变专用,503,207,0.411530815109344,-0.295164251207729,251,0.499005964214712,198,66,0.333333333333333,83,0.419191919191919,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,channel,鸿斌直播,250,30,0.12,0.0583333333333333,39,0.156,250,30,0.12,39,0.156,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,channel,CPA,164,26,0.158536585365854,0.583692307692308,33,0.201219512195122,158,25,0.158227848101266,31,0.19620253164557,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,channel,视频号加热,60,2,0.0333333333333333,,7,0.116666666666667,56,1,0.0178571428571429,5,0.0892857142857143,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,channel,直播,33,9,0.272727272727273,-0.529,11,0.333333333333333,31,8,0.258064516129032,9,0.290322580645161,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,channel,自然流,11,3,0.272727272727273,1,3,0.272727272727273,5,0,0,0,0,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,channel_total,总计,1021,277,0.27130264446621,-0.341675090252707,344,0.33692458374143,698,130,0.186246418338109,167,0.239255014326648,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,segment,家学学员,323,147,0.455108359133127,,,,,,,,,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,segment,焦妈未进阶,231,71,0.307359307359307,,,,,,,,,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,segment,全新学员,467,59,0.126338329764454,,,,,,,,,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,9,segment_total,总计,1021,277,0.27130264446621,,,,,,,,,1021,390,0.381978452497551,,,-0.246493482651001,,0.35,0.27130264446621,,-1.0703724457865,0.529307942238267,D9数据
602,10,channel,裂变专用,503,218,0.433399602385686,-0.241348623853211,252,0.500994035785288,198,72,0.363636363636364,86,0.434343434343434,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,channel,鸿斌直播,250,28,0.112,0.0267857142857143,37,0.148,250,28,0.112,37,0.148,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,channel,CPA,164,19,0.115853658536585,0.62021052631579,24,0.146341463414634,158,18,0.113924050632911,23,0.145569620253165,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,channel,视频号加热,60,0,0,,2,0.0333333333333333,56,0,0,2,0.0357142857142857,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,channel,直播,33,9,0.272727272727273,-0.221,10,0.303030303030303,31,8,0.258064516129032,8,0.258064516129032,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,channel,自然流,11,4,0.363636363636364,1,4,0.363636363636364,5,0,0,0,0,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,channel_total,总计,1021,278,0.272282076395691,-0.355212230215827,329,0.322233104799216,698,126,0.180515759312321,156,0.223495702005731,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,segment,家学学员,323,152,0.470588235294118,,,,,,,,,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,segment,焦妈未进阶,231,73,0.316017316017316,,,,,,,,,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,segment,全新学员,467,53,0.113490364025696,,,,,,,,,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
602,10,segment_total,总计,1021,278,0.272282076395691,,,,,,,,,1021,364,0.356513222331048,,,-0.261890555744972,,0.35,0.272282076395691,,-1.08293015382014,0.548997122302158,D10数据
